hostname,pl_name,st_teff,st_mass,st_rad,st_lum,st_met,st_age,st_spectype,ra,dec,sy_dist,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orbper,pl_bmasse,pl_rade,pl_dens,pl_eqt
"Kepler-247","Kepler-247 b",5100.00,0.887000,0.768000,-0.42165,0.3000,2.1400,,288.6425609,43.0393769,663.71100000,0.0420000000,0.000000,88.88000,3.33616000000,3.33000000,1.64000000,4.150000,970.00
"BD-210397","BD-210397 b",4051.00,0.679000,0.747000,-0.86967,0.1200,6.2000,"K7 V",33.3024198,-21.1962147,23.73240000,2.6300000000,0.100000,,1891.00000000000,214.00000000,14.00000000,0.429000,
"Kepler-301","Kepler-301 d",5815.00,1.022000,0.900000,-0.07963,0.1870,1.4500,,283.9829040,49.2329512,719.16600000,0.1120000000,0.000000,89.21000,13.75124300000,3.71000000,1.75000000,3.800000,725.00
"Kepler-301","Kepler-301 c",5815.00,1.022000,0.900000,-0.07963,0.1870,1.4500,,283.9829040,49.2329512,719.16600000,0.0600000000,0.000000,87.99000,5.41902600000,2.39000000,1.35000000,5.340000,989.00
"Kepler-342","Kepler-342 d",6175.00,1.213000,1.472000,0.45345,-0.0006,2.8200,,292.6780488,46.7266813,781.61100000,0.2420000000,0.000000,84.57000,39.45935700000,6.76000000,2.49000000,2.410000,658.00
"Kepler-191","Kepler-191 b",5282.00,0.857000,0.789000,-0.41450,0.1300,1.0000,,291.1833211,45.3230937,594.46400000,0.0870000000,0.000000,84.14000,9.93963200000,2.36000000,1.34000000,5.390000,722.00
"Kepler-194","Kepler-194 d",6089.00,0.940000,1.025000,0.04270,-0.0300,2.5000,,291.9714290,47.8640498,1097.97000000,0.2750000000,0.000000,90.00000,52.81497300000,6.35000000,2.40000000,2.520000,562.00
"Kepler-208","Kepler-208 e",6092.00,1.082000,1.314000,0.30912,-0.0423,4.6800,,293.8901979,42.5279413,775.32800000,0.1320000000,0.000000,89.29000,16.25945800000,2.79000000,1.48000000,4.730000,880.00
"Kepler-344","Kepler-344 c",5774.00,0.931000,0.976000,-0.18481,0.0399,2.5100,,292.4996101,46.3243406,1002.94000000,0.4880000000,0.000000,89.97000,125.59680900000,9.01000000,2.95000000,1.930000,360.00
"Kepler-304","Kepler-304 d",4731.00,0.737000,0.687000,-0.66160,0.0300,2.0900,,294.4418031,40.5575408,434.68400000,0.0800000000,0.000000,89.67000,9.65347100000,8.00000000,2.75000000,2.110000,611.00
"Kepler-304","Kepler-304 c",4731.00,0.737000,0.687000,-0.66160,0.0300,2.0900,,294.4418031,40.5575408,434.68400000,0.0540000000,0.000000,88.47000,5.31594600000,5.35000000,2.17000000,2.880000,746.00
"Kepler-81","Kepler-81 d",4500.00,0.648000,0.595000,-0.88941,-0.1800,3.6300,"M0 V",293.6369437,42.8248275,348.29100000,0.1280000000,0.000000,89.18000,20.83784600000,1.92000000,1.21000000,5.960000,418.00
"Kepler-548","Kepler-548 b",5535.00,0.930000,0.900000,-0.20120,0.0000,4.3700,,299.9059167,45.4396103,751.77600000,0.0495000000,0.000000,88.16000,4.45419433800,,11.99000000,,1017.00
"Kepler-723","Kepler-723 b",5539.00,0.920000,0.890000,-0.17200,0.0000,4.5700,,284.8304434,44.6580932,1071.80000000,0.0479000000,0.000000,89.51000,4.08227506800,,12.19000000,,1016.00
"Kepler-197","Kepler-197 e",6004.00,0.857000,1.120000,0.22187,-0.4410,5.3700,,295.2264739,50.5592348,330.57500000,0.1640000000,0.380000,87.69000,25.20971500000,0.69300000,0.91000000,5.050000,691.00
"Kepler-200","Kepler-200 c",5678.00,0.972000,0.944000,0.00778,-0.0060,6.3000,,284.4099503,41.2374928,665.91200000,0.0900000000,0.000000,88.23000,10.22215700000,3.15000000,1.59000000,4.310000,806.00
"Kepler-346","Kepler-346 c",6033.00,0.943000,1.021000,-0.15256,0.1000,2.4000,,288.0119248,46.1176003,984.10500000,0.1680000000,0.000000,88.74000,23.85154900000,9.64000000,3.07000000,1.830000,654.00
"Kepler-350","Kepler-350 b",6186.00,1.190000,1.534000,0.42842,0.0410,4.0000,,285.4195845,39.7061009,956.85900000,0.1040000000,0.000000,87.76000,11.18956200000,16.90000000,1.85000000,4.900000,1037.00
"Kepler-306","Kepler-306 e",4954.00,0.750000,0.719000,-0.46930,-0.1300,2.6300,,288.5387145,40.6160545,775.67900000,0.2270000000,0.000000,88.50000,44.84097500000,5.77000000,2.27000000,2.710000,390.00
"Kepler-84","Kepler-84 e",6031.00,1.060000,1.169000,0.21200,-0.0700,3.9800,,298.2520208,40.4960842,1023.90000000,0.1810000000,0.000000,88.99000,27.43438900000,7.27000000,2.60000000,2.270000,672.00
"Kepler-265","Kepler-265 e",5835.00,0.970000,1.103000,0.00548,-0.1100,0.2800,,290.5104788,41.2447430,1280.25000000,0.3190000000,0.000000,89.98000,67.83102400000,7.22000000,2.59000000,2.280000,476.00
"Kepler-217","Kepler-217 c",6171.00,1.342000,1.799000,0.75356,-0.0700,2.4000,,293.0377331,46.2775223,1104.64000000,0.0890000000,0.000000,86.96000,8.58600400000,4.08000000,1.85000000,3.540000,1208.00
"Kepler-220","Kepler-220 d",4632.00,0.729000,0.666000,-0.67594,-0.1738,6.0000,,291.5060432,46.8956262,171.10900000,0.1630000000,0.000000,89.34000,28.12239700000,0.90400000,0.98000000,5.280000,401.00
"Kepler-351","Kepler-351 b",5643.00,0.810000,0.854000,-0.38644,-0.1600,2.9000,,286.4527949,42.6577891,1083.91000000,0.2140000000,0.000000,88.19000,37.05491900000,4.80000000,3.06000000,0.921000,498.00
"Kepler-352","Kepler-352 b",5212.00,0.798000,0.781000,-0.43235,-0.1100,1.7000,,299.8966237,46.0519022,252.73300000,0.0850000000,0.000000,89.87000,10.05537000000,0.56600000,0.86000000,4.890000,694.00
"Kepler-84","Kepler-84 d",6031.00,1.060000,1.169000,0.21200,-0.0700,3.9800,,298.2520208,40.4960842,1023.90000000,0.0520000000,0.000000,82.31000,4.22453700000,2.48000000,1.38000000,5.190000,1254.00
"Kepler-310","Kepler-310 d",5797.00,0.854000,0.876000,-0.23934,-0.1200,1.9000,,288.8392780,46.9867472,602.26800000,0.3920000000,0.000000,88.82000,92.87612500000,7.00000000,2.47000000,3.300000,353.00
"Kepler-282","Kepler-282 b",5602.00,0.860000,0.904000,0.10587,-0.2000,12.8800,,284.6772402,44.7976401,1337.61000000,0.0820000000,0.000000,89.85000,9.22052400000,1.01000000,1.01000000,5.390000,817.00
"Kepler-282","Kepler-282 c",5602.00,0.860000,0.904000,0.10587,-0.2000,12.8800,,284.6772402,44.7976401,1337.61000000,0.1060000000,0.000000,89.69000,13.63872300000,1.87000000,1.20000000,5.950000,717.00
"Kepler-220","Kepler-220 e",4632.00,0.729000,0.666000,-0.67594,-0.1738,6.0000,,291.5060432,46.8956262,171.10900000,0.2260000000,0.000000,89.74000,45.90273300000,2.33000000,1.33000000,5.440000,341.00
"Kepler-154","Kepler-154 c",5690.00,0.933000,1.001000,0.03322,0.0200,8.9100,,289.7805393,49.8965624,915.21200000,0.3030000000,0.000000,89.13000,62.30327600000,9.01000000,2.95000000,1.930000,454.00
"Kepler-353","Kepler-353 b",3903.00,0.553000,0.504000,-1.18709,-0.1200,4.5900,,296.8565596,41.7580749,384.69400000,0.0510000000,0.000000,87.11000,5.79527800000,0.64000000,0.89000000,4.990000,534.00
"Kepler-85","Kepler-85 e",5436.00,0.947000,0.893000,-0.21230,0.1200,1.3800,,290.9734395,45.2902761,765.02500000,0.1630000000,0.000000,88.74000,25.21675100000,0.60000000,1.27000000,1.600000,559.00
"Kepler-55","Kepler-55 e",4503.00,0.631000,0.619000,-0.76324,-0.0100,2.3400,,285.1683291,44.0264898,578.79600000,0.0480000000,0.000000,86.99000,4.61753400000,3.02000000,1.55000000,4.460000,728.00
"Kepler-310","Kepler-310 b",5797.00,0.854000,0.876000,-0.23934,-0.1200,1.9000,,288.8392780,46.9867472,602.26800000,0.1110000000,0.000000,87.46000,13.93069800000,1.81000000,1.19000000,5.900000,665.00
"Kepler-286","Kepler-286 e",5580.00,0.830000,0.863000,-0.11623,-0.2500,2.7500,,290.6761874,48.2942362,1226.85000000,0.1760000000,0.000000,88.78000,29.22128900000,3.78000000,1.77000000,3.750000,539.00
"Kepler-368","Kepler-368 c",5502.00,1.165000,2.019000,0.56235,0.0300,6.4600,,291.8800180,45.3878419,770.97800000,0.3600000000,0.000000,88.95000,72.37933400000,14.30000000,3.88000000,1.350000,575.00
"Kepler-356","Kepler-356 b",6133.00,1.163000,1.335000,0.46128,-0.0226,4.1700,,292.4210998,37.6827919,707.55900000,0.0570000000,0.000000,84.44000,4.61269600000,3.09000000,1.57000000,4.390000,1294.00
"Kepler-354","Kepler-354 d",4648.00,0.652000,0.674000,-0.71394,-0.0300,13.8000,,285.7515347,41.3356739,554.06400000,0.1460000000,0.000000,89.38000,24.20984200000,2.07000000,1.24000000,5.970000,451.00
"Kepler-313","Kepler-313 c",5727.00,1.114000,1.536000,0.31196,0.2600,7.0800,,298.2948708,48.7754000,1079.39524871,0.2080000000,0.000000,88.50000,32.27327300000,7.13000000,2.57000000,2.310000,683.00
"Kepler-142","Kepler-142 b",5790.00,0.978000,1.269000,0.10706,0.0500,7.5900,,295.1190067,48.4813635,548.68600000,0.0320000000,0.000000,84.56000,2.02415200000,4.62000000,1.99000000,3.220000,1597.00
"Kepler-487","Kepler-487 b",5444.00,0.910000,0.880000,-0.17269,0.0000,5.6200,,295.2872318,41.2220033,872.34300000,0.1181900000,0.000000,89.02000,15.35876840300,,11.42000000,,662.00
"Kepler-506","Kepler-506 b",6236.00,1.190000,1.190000,0.28755,0.0900,1.7400,,284.6351885,40.7198296,228.43900000,0.0743700000,0.000000,89.82000,6.88340550000,7.90000000,2.73000000,2.130000,1080.00
"Kepler-58","Kepler-58 d",6099.00,1.024000,1.127000,-0.00422,0.1000,2.1400,,296.3586251,39.1152033,969.25200000,0.2360000000,0.000000,88.44000,40.10137100000,245.34300000,2.94000000,0.530000,583.00
"Kepler-299","Kepler-299 e",5617.00,1.004000,1.032000,-0.04352,0.1200,3.2400,,283.2070156,48.5805222,1052.24000000,0.2200000000,0.000000,89.85000,38.28548900000,4.16000000,1.87000000,3.500000,534.00
"Kepler-372","Kepler-372 b",6509.00,1.202000,1.137000,0.32073,-0.1300,2.3490,,291.2562253,49.2589288,1493.95000000,0.0750000000,0.000000,75.35000,6.84969200000,2.42000000,1.36000000,5.290000,1081.00
"Kepler-378","Kepler-378 c",4661.00,0.780000,0.671000,-0.65539,0.1369,3.2400,,294.9489697,46.4388673,152.09400000,0.1660000000,0.000000,88.68000,28.90600900000,0.27100000,0.70000000,4.340000,414.00
"Kepler-357","Kepler-357 c",5036.00,0.794000,0.834000,-0.55635,0.0600,2.1400,,291.2429746,44.0086337,688.57300000,0.1200000000,0.000000,88.98000,16.85837000000,7.61000000,2.67000000,2.200000,576.00
"Kepler-308","Kepler-308 c",5895.00,0.920000,0.941000,-0.11567,-0.0400,0.5000,,295.7852423,40.4395753,1335.92000000,0.1230000000,0.000000,89.97000,15.38231000000,5.31000000,2.16000000,2.900000,714.00
"Kepler-124","Kepler-124 b",4984.00,0.706000,0.636000,-0.46737,-0.4600,1.8200,,286.7527322,49.0648788,420.04600000,0.0390000000,0.000000,70.06000,3.41049300000,0.31500000,0.73000000,4.450000,892.00
"Kepler-235","Kepler-235 b",4255.00,0.581000,0.554000,-1.10237,-0.5100,6.0000,"M0 V",286.0790779,39.2782370,428.01800000,0.0370000000,0.000000,89.47000,3.34022200000,5.60000000,2.23000000,2.770000,731.00
"Kepler-392","Kepler-392 c",5938.00,0.874000,1.129000,0.19453,-0.4362,2.9700,,288.6608260,43.3681938,681.42800000,0.0930000000,0.000000,87.72000,10.42311800000,1.37000000,1.10000000,5.660000,901.00
"Kepler-360","Kepler-360 c",6053.00,0.994000,1.058000,-0.13236,0.1500,1.4100,,286.2847077,44.7815817,876.04400000,0.0750000000,0.000000,87.20000,7.18643400000,5.06000000,2.10000000,3.000000,860.00
"Kepler-363","Kepler-363 b",5593.00,1.226000,1.485000,0.36465,0.3965,5.5000,,283.1920779,41.3054172,762.59600000,0.0480000000,0.000000,86.02000,3.61456800000,1.65000000,1.16000000,5.810000,1347.00
"Kepler-319","Kepler-319 d",5526.00,0.933000,0.903000,-0.18116,0.0600,1.0700,,288.8119782,39.7706431,503.43600000,0.1910000000,0.000000,89.85000,31.78192500000,5.86000000,2.29000000,2.680000,528.00
"Kepler-319","Kepler-319 b",5526.00,0.933000,0.903000,-0.18116,0.0600,1.0700,,288.8119782,39.7706431,503.43600000,0.0510000000,0.000000,86.03000,4.36270500000,3.29000000,1.63000000,4.170000,1023.00
"Kepler-398","Kepler-398 c",4493.00,0.649000,0.613000,-0.81101,0.0528,2.3400,,291.4688524,40.3437001,177.35500000,0.0870000000,0.000000,85.38000,11.41941200000,1.01000000,1.01000000,5.390000,536.00
"Kepler-399","Kepler-399 b",5502.00,0.902000,0.680000,-0.41800,0.1400,3.9800,,299.5017242,40.6707669,740.53700000,0.1030000000,0.000000,89.98000,14.42528100000,0.84000000,0.96000000,5.220000,773.00
"Kepler-379","Kepler-379 b",6054.00,1.125000,1.306000,0.27953,0.0900,2.2400,,295.7010981,38.9458209,731.27400000,0.1520000000,0.000000,89.96000,20.09838000000,3.39000000,1.66000000,4.070000,775.00
"Kepler-198","Kepler-198 b",5574.00,0.995000,0.940000,-0.10890,0.1142,0.5100,,290.6731326,38.6910045,495.35800000,0.1310000000,0.000000,89.66000,17.79003700000,8.35000000,2.82000000,2.050000,655.00
"Kepler-372","Kepler-372 d",6509.00,1.202000,1.137000,0.32073,-0.1300,2.3490,,291.2562253,49.2589288,1493.95000000,0.2010000000,0.000000,86.73000,30.09256800000,3.50000000,1.69000000,3.980000,660.00
"Kepler-146","Kepler-146 b",5948.00,1.079000,1.208000,0.14794,-0.0261,0.9100,,294.1107631,38.7102222,716.79700000,0.2000000000,0.000000,89.97000,31.15879900000,13.30000000,3.71000000,1.430000,639.00
"Kepler-250","Kepler-250 b",5160.00,0.806000,0.805000,-0.45709,0.0100,13.2000,,289.5947633,44.1418114,760.58500000,0.0480000000,0.000000,89.58000,4.14814100000,1.51000000,1.13000000,5.750000,938.00
"Kepler-390","Kepler-390 c",5166.00,0.787000,0.776000,-0.35200,-0.0443,3.2400,,291.6288086,41.2088351,435.27700000,0.1010000000,0.000000,89.08000,13.06002200000,0.41800000,0.79000000,4.660000,630.00
"Kepler-373","Kepler-373 c",5787.00,0.981000,0.845000,0.21244,0.1400,10.9600,,289.3879904,50.5970115,1090.45000000,0.1260000000,0.000000,89.32000,16.72594800000,2.07000000,1.24000000,5.970000,729.00
"Kepler-326","Kepler-326 b",5105.00,0.910000,0.801000,-0.15657,0.2385,13.1800,,294.3255898,46.0022646,487.67500000,0.0320000000,0.000000,89.97000,2.24832900000,44.60000000,1.52000000,69.800000,1127.00
"Kepler-325","Kepler-325 c",5752.00,0.914000,1.003000,-0.25468,0.0200,0.9300,,289.8354219,49.8256070,823.24200000,0.1050000000,0.000000,87.01000,12.76217200000,6.99000000,2.54000000,2.340000,721.00
"Kepler-46","Kepler-46 d",5309.00,0.883000,0.790000,-0.25500,0.1700,2.3400,,289.2687388,42.6041819,777.06000000,0.0670000000,0.000000,88.51000,6.76658900000,3.33000000,1.64000000,4.150000,845.00
"Kepler-142","Kepler-142 c",5790.00,0.978000,1.269000,0.10706,0.0500,7.5900,,295.1190067,48.4813635,548.68600000,0.0570000000,0.000000,87.89000,4.76170200000,8.55000000,2.86000000,2.010000,1201.00
"Kepler-374","Kepler-374 d",5977.00,1.033000,0.911000,0.27435,0.1111,8.5100,,294.1378921,42.3704075,1265.61000000,0.0560000000,0.000000,88.37000,5.02821900000,2.27000000,1.31000000,5.550000,1272.00
"Kepler-375","Kepler-375 b",5826.00,0.891000,0.837000,-0.16278,-0.0400,0.4000,,288.6178715,48.0983639,1238.81000000,0.1010000000,0.000000,87.38000,12.12593400000,2.70000000,1.45000000,4.870000,851.00
"Kepler-256","Kepler-256 b",5551.00,1.037000,1.301000,-0.05910,0.2600,1.8200,,292.5804200,46.0973588,1026.43000000,0.0270000000,0.000000,87.20000,1.62049300000,3.15000000,1.59000000,4.310000,1681.00
"Kepler-327","Kepler-327 d",3799.00,0.591913,0.492000,-1.25964,-0.2000,3.2800,,292.6422963,44.0876251,241.98700000,0.0900000000,0.000000,88.50000,13.96945700000,3.64000000,1.73000000,3.860000,387.00
"Kepler-403","Kepler-403 c",6090.00,1.299000,1.329000,0.64405,0.0790,3.0900,,289.9214256,46.7445267,840.26900000,0.2970000000,0.000000,88.82000,54.28074900000,3.71000000,1.75000000,3.800000,604.00
"Kepler-209","Kepler-209 c",5513.00,0.971000,0.935000,-0.12879,0.1100,1.9500,,291.1694567,42.6407281,576.94600000,0.2310000000,0.000000,89.77000,41.74988200000,9.80000000,3.10000000,1.810000,486.00
"Kepler-246","Kepler-246 c",5206.00,0.853000,0.831000,-0.41338,0.2000,1.2600,,296.4834007,42.6633806,626.07800000,0.0950000000,0.000000,89.10000,11.18716100000,2.86000000,1.50000000,4.660000,667.00
"Kepler-250","Kepler-250 d",5160.00,0.806000,0.805000,-0.45709,0.0100,13.2000,,289.5947633,44.1418114,760.58500000,0.1270000000,0.000000,89.27000,17.64831200000,5.39000000,2.18000000,2.860000,579.00
"Kepler-376","Kepler-376 b",5900.00,0.968000,1.175000,0.35663,-0.1038,1.9100,,291.6071451,38.4103192,923.06700000,0.0570000000,0.000000,88.48000,4.92019900000,1.24000000,1.07000000,5.560000,1242.00
"Kepler-380","Kepler-380 c",6045.00,0.990000,1.224000,0.27760,-0.1600,4.4300,,282.3947017,48.7591334,813.71300000,0.0780000000,0.000000,87.84000,7.63000400000,2.15000000,1.27000000,5.770000,1056.00
"Kepler-130","Kepler-130 d",5884.00,0.927000,1.127000,0.19831,-0.1990,5.8900,,288.4505905,40.2452006,316.66300000,0.3770000000,0.800000,89.16000,87.51790500000,3.33000000,1.64000000,4.150000,451.00
"Kepler-252","Kepler-252 b",4208.00,0.610000,0.549000,-0.78566,-0.1300,13.9000,"M0 V",295.5793290,44.5459052,379.42400000,0.0580000000,0.000000,88.24000,6.66839100000,2.04000000,1.23000000,6.020000,587.00
"Kepler-255","Kepler-255 b",5573.00,0.867000,0.933000,-0.18311,0.3386,2.4000,,296.0642702,45.9767647,1052.53000000,0.0630000000,0.000000,88.25000,5.71460600000,3.02000000,1.55000000,4.460000,971.00
"Kepler-381","Kepler-381 b",6152.00,1.144000,1.568000,0.51390,-0.2016,2.5700,,285.1828685,43.8310283,267.32300000,0.0660000000,0.000000,88.80000,5.62902100000,0.93700000,0.99000000,5.310000,1576.00
"Kepler-383","Kepler-383 c",4710.00,0.669000,0.672000,-0.69800,-0.1785,13.9000,,291.3426078,38.3631616,470.00000000,0.1720000000,0.000000,89.04000,31.20075100000,2.07000000,1.24000000,5.970000,406.00
"Kepler-331","Kepler-331 d",4347.00,0.653000,0.492000,-0.78358,0.1179,1.2000,,291.8343455,39.3073462,580.11900000,0.1590000000,0.000000,89.84000,32.13432800000,3.33000000,1.64000000,4.150000,346.00
"Kepler-333","Kepler-333 c",4259.00,0.601000,0.534000,-0.92812,0.0465,3.2400,,292.2861201,40.9135429,324.41300000,0.1350000000,0.000000,89.51000,24.08821000000,1.41000000,1.11000000,5.670000,386.00
"HATS-33","HATS-33 b",5659.00,1.062000,1.022000,-0.01773,0.2900,3.0000,,294.6336944,-55.3302692,248.46000000,0.0372700000,0.080000,87.62000,2.54955510000,378.85336000,13.78707000,0.790000,1429.00
"TOI-3856","TOI-3856 b",5622.00,1.096000,1.055000,0.00087,0.4540,2.6000,,145.2229223,27.9501580,314.44300000,0.0325000000,0.083000,82.94000,2.04360352000,171.62733978,13.59649359,0.371000,1544.00
"TOI-5789","TOI-5789 e",5185.00,0.821000,0.833000,-0.32883,-0.1200,9.4000,"K1 V",302.7734475,16.1897138,20.45810000,0.2901000000,0.071000,,62.98000000000,11.61000000,3.43000000,1.580000,424.00
"K2-55","K2-55 b",4300.00,0.688000,0.715000,-0.78432,0.3760,,,333.7518786,-17.2508002,159.52200000,0.0348600000,0.070000,88.20000,2.84927100000,44.00000000,4.43000000,2.800000,900.00
"K2-60","K2-60 b",5500.00,0.970000,1.120000,0.28233,0.0100,10.0000,"G4 V",338.6062312,-13.7318044,491.87000000,0.0450000000,0.000000,88.49000,3.00265000000,135.39558000,7.65574700,1.700000,1400.00
"Kepler-405","Kepler-405 c",5818.00,0.873000,0.893000,-0.33143,-0.0600,2.0900,,291.4094615,38.3400107,1065.08000000,0.1880000000,0.000000,89.09000,29.72668200000,19.60000000,4.66000000,1.060000,557.00
"Kepler-256","Kepler-256 d",5551.00,1.037000,1.301000,-0.05910,0.2600,1.8200,,292.5804200,46.0973588,1026.43000000,0.0640000000,0.000000,88.54000,5.83917200000,6.71000000,2.48000000,2.420000,1097.00
"Kepler-258","Kepler-258 c",4942.00,0.820000,0.915000,-0.57541,0.3031,13.7000,,294.0684116,46.5791357,575.98800000,0.1930000000,0.000000,89.42000,33.65307900000,12.70000000,3.61000000,1.480000,470.00
"Kepler-387","Kepler-387 c",5774.00,0.850000,1.046000,0.13738,-0.3000,1.0100,,287.7982699,45.6567655,801.05200000,0.0980000000,0.000000,88.58000,11.83754900000,0.64000000,0.89000000,4.990000,826.00
"Kepler-334","Kepler-334 d",5828.00,1.022000,1.068000,0.05556,-0.0120,2.7500,,287.1406177,47.1151153,426.59000000,0.1680000000,0.000000,88.88000,25.09849000000,2.57000000,1.41000000,5.040000,656.00
"Kepler-336","Kepler-336 b",5867.00,1.090000,1.304000,0.26000,0.3370,4.9000,,290.2376224,41.3313637,768.86000000,0.0330000000,0.000000,87.61000,2.02482300000,1.04000000,1.02000000,5.390000,1625.00
"Kepler-149","Kepler-149 c",5381.00,1.013000,0.953000,-0.11929,0.3805,14.0000,,285.8537014,38.3840916,571.03400000,0.2810000000,0.000000,89.80000,55.32832800000,3.22000000,1.61000000,4.240000,436.00
"Kepler-393","Kepler-393 c",6189.00,1.256000,1.382000,0.52394,0.0322,2.8200,,290.9952050,45.1921880,881.40400000,0.1240000000,0.000000,89.77000,14.61361200000,2.33000000,1.33000000,5.440000,901.00
"Kepler-292","Kepler-292 c",5299.00,0.865000,0.826000,-0.33691,0.0400,5.1300,,295.7661979,42.4242822,1056.48000000,0.0450000000,0.000000,88.25000,3.71533500000,2.76000000,1.47000000,4.770000,1001.00
"Kepler-337","Kepler-337 b",5684.00,1.081000,1.761000,0.48057,0.0700,7.9400,,290.0605123,47.1639533,677.97500000,0.0450000000,0.000000,80.59000,3.29278100000,2.99000000,1.54000000,4.500000,1458.00
"Kepler-338","Kepler-338 c",5923.00,1.105000,1.735000,0.58570,-0.0290,6.4600,,282.9790593,40.7844188,552.79800000,0.1720000000,0.030000,89.61000,24.31085600000,6.08000000,2.34000000,2.610000,831.00
"Kepler-164","Kepler-164 b",5888.00,1.036000,1.148000,0.11291,0.0000,0.6200,,287.7808115,47.6298453,890.75800000,0.0580000000,0.000000,84.49000,5.03503000000,2.57000000,1.41000000,5.040000,1141.00
"Kepler-169","Kepler-169 f",4997.00,0.825000,0.763000,-0.49611,0.1700,0.7900,,285.9999204,40.9193822,406.52900000,0.3590000000,0.000000,89.15000,87.09019500000,7.18000000,2.58000000,2.300000,321.00
"Kepler-265","Kepler-265 b",5835.00,0.970000,1.103000,0.00548,-0.1100,0.2800,,290.5104788,41.2447430,1280.25000000,0.0690000000,0.000000,89.71000,6.84626200000,4.12000000,1.86000000,3.520000,1022.00
"Kepler-269","Kepler-269 c",5847.00,0.920000,0.959000,0.36836,0.4000,6.4600,,290.2151459,41.7759810,2257.32000000,0.0810000000,0.000000,88.71000,8.12789900000,3.50000000,1.69000000,3.980000,875.00
"Kepler-395","Kepler-395 b",4262.00,0.622827,0.556000,-1.19400,-0.0200,1.6000,,293.5111889,45.1366252,421.38200000,0.0610000000,0.000000,88.36000,7.05434600000,1.08000000,1.03000000,5.430000,576.00
"Kepler-298","Kepler-298 d",4465.00,0.660000,0.582000,-0.73284,-0.2100,2.4000,,283.0398448,48.8253303,518.20400000,0.3050000000,0.000000,89.57000,77.47363300000,6.80000000,2.50000000,2.390000,277.00
"Kepler-339","Kepler-339 c",5631.00,0.870000,0.802000,-0.31322,0.0330,0.9800,,293.3517010,48.4445922,616.63700000,0.0690000000,0.000000,89.92000,6.98805500000,7.30000000,1.15000000,26.400000,914.00
"Kepler-339","Kepler-339 d",5631.00,0.870000,0.802000,-0.31322,0.0330,0.9800,,293.3517010,48.4445922,616.63700000,0.0910000000,0.000000,89.23000,10.55834500000,14.70000000,1.17000000,50.400000,796.00
"Kepler-171","Kepler-171 d",5642.00,0.978000,0.839000,-0.07917,0.1700,2.4000,,296.7719082,41.7555958,863.85500000,0.2230000000,0.000000,89.80000,39.59551900000,4.23000000,1.89000000,3.440000,497.00
"Kepler-174","Kepler-174 d",4880.00,0.602000,0.622000,-0.57040,-0.5600,4.9000,,287.4389454,43.8320052,384.75700000,0.6770000000,0.000000,89.99000,247.35373000000,5.43000000,2.19000000,2.840000,212.00
"Kepler-272","Kepler-272 d",5297.00,0.910000,0.929000,0.06634,0.0400,13.1800,,299.1275257,47.5938319,889.60800000,0.0910000000,0.000000,86.63000,10.93730400000,5.69000000,2.25000000,2.740000,777.00
"Kepler-206","Kepler-206 d",5764.00,0.957000,1.185000,0.08357,0.0213,8.3200,,291.6346564,41.8338415,594.44700000,0.1630000000,0.000000,85.83000,23.44281000000,1.81000000,1.19000000,5.900000,681.00
"Kepler-122","Kepler-122 c",6050.00,0.982000,1.216000,0.26993,-0.0800,7.9400,,291.1118647,39.9490248,1027.45000000,0.1080000000,0.000000,89.39000,12.46598800000,29.00000000,5.87000000,0.788000,897.00
"Kepler-251","Kepler-251 c",5526.00,0.891000,0.890000,-0.17197,-0.0600,2.0000,,296.5662171,44.1058077,924.62500000,0.1220000000,0.000000,89.22000,16.51404300000,8.10000000,2.77000000,2.090000,655.00
"Kepler-234","Kepler-234 c",6224.00,1.129000,1.113000,0.23955,0.2200,2.8800,,291.6535379,38.4946597,1733.10000000,0.0770000000,0.000000,89.95000,7.21205000000,12.10000000,3.51000000,1.540000,1025.00
"KOI-1257","KOI-1257 b",5520.00,0.990000,1.130000,0.02920,0.2700,9.3000,"G5 V",291.2250888,44.9272918,656.00000000,0.3820000000,0.772000,89.66000,86.64766100000,460.83000000,10.54000000,2.100000,511.00
"OGLE-2008-BLG-355L","OGLE-2008-BLG-355L b",,0.370000,,,,,,269.7867080,-30.7594722,6800.00000000,1.7000000000,,,,1500.00000000,12.90000000,3.840000,
"Kepler-200","Kepler-200 b",5678.00,0.972000,0.944000,0.00778,-0.0060,6.3000,,284.4099503,41.2374928,665.91200000,0.0800000000,0.000000,87.84000,8.59480500000,5.18000000,2.13000000,2.950000,854.00
"Kepler-188","Kepler-188 c",6021.00,1.021000,1.141000,0.03447,0.1500,5.8000,,281.2797173,44.3154743,968.54400000,0.0660000000,0.000000,87.63000,5.99655300000,10.30000000,3.19000000,1.740000,1025.00
"Kepler-252","Kepler-252 c",4208.00,0.610000,0.549000,-0.78566,-0.1300,13.9000,"M0 V",295.5793290,44.5459052,379.42400000,0.0800000000,0.000000,89.57000,10.84846300000,5.27000000,2.15000000,2.910000,499.00
"Kepler-158","Kepler-158 c",4623.00,0.655000,0.624000,-0.75667,-0.3000,13.9000,"K",284.0323723,39.7815365,315.17700000,0.1580000000,0.000000,89.17000,28.55138300000,4.27000000,1.90000000,3.420000,418.00
